indice_tiempo,emae_original,emae_desestacionalizada,emae_tendencia_ciclo,emae_original_via,emae_desestacionalizada_vm,emae_tendencia_ciclo_vm
2006-06-01,124.29274775102324,116.11781019601516,116.7622909545289,0.06024340462679455,0.010525217145821273,0.007530225227537954
2006-07-01,117.04563185352679,118.0790516427198,117.64736133312158,0.07925710733607846,0.016890100178378588,0.007580104598473128
2006-08-01,116.30360797574892,118.77874685373123,118.54314378238699,0.08924407366699753,0.00592565066603484,0.00761413124030014
2006-09-01,114.80248033323909,119.88287435244548,119.44936359463787,0.08511829136102848,0.009295665495393023,0.007644641295446491
2006-10-01,116.47750825324563,120.5500467098094,120.36427379874118,0.10363694818621441,0.0055652015433203415,0.007659397895229745
2006-11-01,118.14078229406633,120.65350614821882,121.28832583755234,0.08455685293703889,0.0008582281071900866,0.007677128849348236
2006-12-01,119.60317208093002,123.43271022119254,122.21774800871192,0.07418836950476772,0.023034590222015938,0.007662915327930335
2007-01-01,114.70176482722367,122.06717653834323,123.14805156593162,0.06909819633000555,-0.01106298063456805,0.007611853207714034
2007-02-01,112.74324828605302,124.6969553138731,124.07713400534358,0.07489274138395588,0.021543701182470017,0.007544434748239155
2007-03-01,129.28276498944658,126.53324842416367,125.00563979282848,0.08124474566843602,0.014726046082428184,0.0074832949272096985
2007-04-01,133.46308313008805,125.33254230475436,125.93159331070297,0.08394520190795675,-0.00948925388672805,0.007407293938169915
2007-05-01,147.60791074167543,127.1430711935155,126.85122236500496,0.09616805815649779,0.014445800392037996,0.007302607948690394
2007-06-01,136.12098630494512,128.42905273885344,127.7639417075311,0.08573364868113365,0.01011444456442817,0.0071951954857783565
2007-07-01,127.38755189795539,127.7399829874397,128.66671141803803,0.07960181800488167,-0.005365372839858083,0.007065919370063796
2007-08-01,126.59522767863001,128.66160559142713,129.55505541434076,0.07972005016377784,0.007214832681464003,0.006904225549190528
2007-09-01,123.5104632944452,129.68224217467997,130.42282770499156,0.0683350191738747,0.007932720709967924,0.006698096711668313
2007-10-01,128.41538266104467,131.1999392692766,131.25944005843215,0.09233406492045446,0.011703199059068652,0.006414615969935369
2007-11-01,129.73508945617357,132.64856379141608,132.0499589174523,0.08841419165199484,0.011041350554029635,0.0060225676619391775
2007-12-01,128.89792837498598,134.3270212543808,132.77199191388772,0.07001197521168799,0.012653416026456484,0.005467877478756264
2008-01-01,126.22689251081431,135.36859833500043,133.39727389816892,0.09052169274626874,0.0077540398863393985,0.004709441918192852
2008-02-01,122.8249045091645,133.71483056796706,133.89241860657165,0.08055979681310878,-0.012216775436654502,0.003711805301064146
2008-03-01,132.33412728743554,133.0632125227827,134.22175732677303,0.021263275452514538,-0.004873192019288695,0.0024597264253556263
2008-04-01,145.28049855207212,136.11535447648797,134.35208463368744,0.07976977565855076,0.022937533942243248,0.0009709849543774851
2008-05-01,154.15616391286648,134.6925190360871,134.253098285462,0.03996619931554642,-0.010453158983225706,-0.0007367682347121729
2008-06-01,140.50348421669764,133.09207348888313,133.90461572471807,0.029005052226474627,-0.011882215572604906,-0.0025957133592771696
2008-07-01,136.63868805371584,135.20068454555636,133.30264112302848,0.06542520656773268,0.015843250476140155,-0.004495547807904785
2008-08-01,131.34092143552698,135.59607475673346,132.4633269627229,0.03377220341861258,0.0029244690032901133,-0.006296305558799418
2008-09-01,132.18593848988462,135.9422613052568,131.42015666663522,0.06328001054195934,0.00255307204979502,-0.007875163035737813
2008-10-01,130.39517884255912,132.4156452026819,130.2255404160247,0.013889303030263771,-0.025942014416369973,-0.009090053466005372
2008-11-01,125.52756329262156,130.46052472329433,128.94782064444675,-0.02921772457395672,-0.014765026265551739,-0.009811591240059982
2008-12-01,123.46600579407662,125.21858787370915,127.66395983086721,-0.03796510935791621,-0.04018025269102111,-0.009956436697907236
2009-01-01,116.75841920206521,124.38047143124359,126.46193584431384,-0.06757796190916604,-0.006693227073530466,-0.009415531118930147
2009-02-01,114.85886148592792,126.3793901531268,125.42728084859968,-0.058429643116178445,0.01607100133068883,-0.008181552724196166
2009-03-01,126.16560261026108,123.55224859391603,124.6329579397399,-0.04199392517113416,-0.022370273790570393,-0.006332935733643126
2009-04-01,127.9905588745035,121.52387376342044,124.13258585317378,-0.10721688311429341,-0.01641714216924001,-0.0040147653946242205
2009-05-01,133.03567047814315,120.93427388255068,123.9577311432053,-0.12342984594225304,-0.004851720592922959,-0.0014086124829084667
2009-06-01,129.31265804805898,122.46950944777399,124.11530280263457,-0.07175498482018287,0.012694792931194172,0.001271172503530522
2009-07-01,127.3630583750141,124.62255939646501,124.58852728217293,-0.06115707968946845,0.017580293726980046,0.0038127810902646784
2009-08-01,124.00328620894652,126.76162841650368,125.34260823381052,-0.05033071272728583,0.017164380433189592,0.006052571356989489
2009-09-01,126.18512812472765,128.24661979043142,126.3312410228722,-0.04089796180944826,0.011714833522400596,0.007887443886738907
2009-10-01,127.07986188269525,129.26469964560647,127.50096155713754,-0.02290554039210043,0.00793845371393573,0.009259154938987279
2009-11-01,127.09219178029132,129.8019929367339,128.79594341122112,0.011229208766133505,0.004156535330995154,0.010156643826589828
2009-12-01,126.28656380555832,128.19459335914001,130.16266970107557,0.020580914051963477,-0.01238347379132577,0.010611563172380016
2010-01-01,121.50567852923163,131.88066145859693,131.5525577313083,0.03662956584957588,0.02875369391851265,0.010678084841258055
2010-02-01,119.82280209203972,133.44123095669963,132.9245982588544,0.03893490242032899,0.011833194350428898,0.010429599782837045
2010-03-01,136.89550162046118,134.15094668339256,134.24816170338772,0.07661815490808567,0.0053185639970845956,0.009957249913638009
2010-04-01,145.77413149301782,136.85722872308372,135.5019004997379,0.1251751436523157,0.02017340992813274,0.009338964351111513
2010-05-01,158.1106315304388,139.06233254359205,136.67062333731621,0.16980449619923224,0.016112439518778672,0.00862513981920543
2010-06-01,149.86155200805445,140.54163047148947,137.74674391223343,0.14316090443517787,0.010637660830503392,0.007873825030132906
2010-07-01,139.50568662872732,139.43266811291952,138.7297430041485,0.08589071959048543,-0.007890632511161328,0.007136278245106098
2010-08-01,137.24598068715568,140.0158956319077,139.62584511715406,0.0962099937067093,0.004182861354384215,0.006459336646927625
2010-09-01,136.69642672162283,139.3285051323779,140.44910852053036,0.0750455978157821,-0.004909374727973131,0.005896210710026679
2010-10-01,135.13884450692316,139.93096174233483,141.2161155384988,0.05713214193774852,0.004324001103611436,0.0054611027869665915
2010-11-01,139.59882328372223,142.17333815795328,141.9421710348172,0.08865403476678216,0.016024876751347533,0.00514144928537192
2010-12-01,138.47764951271685,141.81830893447952,142.64031553061847,0.08696855600132995,-0.00249715754074316,0.004918513579942499
2011-01-01,133.0769197185519,145.75926376135575,143.323422357315,0.08579468662028278,0.02778875912768754,0.0047890165144082175
2011-02-01,129.50988684262188,144.01322782277893,143.9942202540207,0.07283341089118645,-0.011978902016379038,0.004680308952107879
2011-03-01,147.00183909502377,144.41394282458003,144.64519310930558,0.06650918713811924,0.002782487469097106,0.004520826281336099
2011-04-01,151.03582303961804,144.76230806169917,145.2563393210074,0.032517859005881666,0.002412268720772346,0.0042251401416429244
2011-05-01,166.17834208101743,147.20515948719688,145.79697223441312,0.04596912701486958,0.0168749134923749,0.003721923021968507
2011-06-01,156.69365851225533,146.88367786495942,146.23401319932,0.04107158121754056,-0.002183901864291755,0.0029975997320725867
2011-07-01,146.37808828046835,147.3267722639799,146.5364675677948,0.04438064848125968,0.0030166346966599635,0.002068290145758027
2011-08-01,146.3985053847187,147.09372774651396,146.68005557349795,0.06007839139819653,-0.001581820560409568,0.000979878989076326
2011-09-01,147.170906821271,148.36812566665816,146.6555843539774,0.06903229868223695,0.008663849503769257,-0.0001668339940620456
2011-10-01,145.0500024277993,147.32297784117307,146.4710244896299,0.06607257248992528,-0.0070442881231326734,-0.0012584578020705805
2011-11-01,146.3616451241655,147.2410498177226,146.15197420999542,0.04364386565282786,-0.00055611164430033,-0.0021782484334099193
2011-12-01,143.36165785374328,147.82704195344104,145.73708059507655,0.03177413488690206,0.003979814979884253,-0.0028387821455133633
2012-01-01,136.19408129361287,147.90771124438402,145.27818177339847,0.02110248476719597,0.0005457005015927052,-0.0031488130529601223
2012-02-01,132.3605259407412,144.73095736565048,144.83330993444088,0.019829708713743215,-0.021477946295069616,-0.003062206819544997
2012-03-01,147.44101624495764,145.60324096378906,144.45649639409513,0.0026914975517740147,0.006026931722249457,-0.0026017049566588926
2012-04-01,145.52027831854522,141.43136280803077,144.1927905215237,-0.03289920965882577,-0.028652371527882536,-0.001825503727101392
2012-05-01,157.40418371936033,140.2094554558505,144.07356275592554,-0.04756725258945168,-0.00863957843522158,-0.0008268635704111204
2012-06-01,149.0331017415051,140.78489930580966,144.11386306163527,-0.04404391703976702,0.004104172918212043,0.00027972033826912935
2012-07-01,146.86279961903688,144.83071916448986,144.31134805533392,0.00298321208264843,0.028737598127565888,0.0013703400179771563
2012-08-01,145.69325698881013,145.0008922027544,144.6480836517565,-0.004339927607616615,0.0011749788942995564,0.002333396513581647
2012-09-01,142.47153651731426,146.33708058580743,145.0937014797202,-0.02876700994744192,0.00921503559567526,0.0030807032952924374
2012-10-01,147.23130295530083,147.13687535172238,145.60835373685964,0.013547987435159897,0.005465427919658197,0.0035470337574328424
2012-11-01,146.37343184468628,146.9447430783326,146.1516839274245,7.255088672187917e-05,-0.0013058063991809377,0.003731449306450827
2012-12-01,143.58505809958143,149.25263568833685,146.68756853902534,0.0014038724562071524,0.01570585351783535,0.003666633166313318
2013-01-01,136.51707182504433,146.076580812217,147.18808895894136,0.002136527945893363,-0.021279723882075816,0.0034121529513448934
2013-02-01,132.795321964955,148.41709876300976,147.63125990406158,0.002959402942367576,0.01602254062751868,0.0030109158169982207
2013-03-01,149.40394566736484,148.38226980179252,148.0013061483921,0.011993981933178736,-0.0002346694653616055,0.0025065575175000276
2013-04-01,155.94159584157654,148.56334331167417,148.2872675128364,0.064517292390835,0.0012203176978189845,0.0019321543294866217
2013-05-01,167.9734791225302,148.13234648527762,148.48222820429058,0.06049323166390732,-0.0029010980554761544,0.0013147500437777637
2013-06-01,156.27186443024067,148.9326071348611,148.5782060699355,0.04375811649549479,0.00540233560441834,0.0006463929508981892
2013-07-01,150.73100129825897,148.1107389475654,148.56814629435513,0.023728720865442775,-0.0055183898483120684,-6.770693930462812e-05
2013-08-01,148.42144953050052,150.2505869942333,148.44957832894318,0.016869903037645358,0.014447622514566234,-0.0007980712445387894
2013-09-01,147.0048441881334,150.24364575915666,148.22545370517108,0.028665802759876912,-4.6197723519725284e-05,-0.0015097693526314516
2013-10-01,148.6939593959755,149.11837001557137,147.90140935077878,0.008949920829759645,-0.007489672777170994,-0.002186158627227712
2013-11-01,145.69589762827002,148.2375789641217,147.48617167407406,-0.004170095476126278,-0.005906656915292956,-0.002807530222514032
2013-12-01,142.5768791271264,147.56214296035222,146.9951671465634,-0.006325653633988646,-0.00455644249244628,-0.0033291563672538872
2014-01-01,137.96969739537636,145.70223686046012,146.452123471304,0.00958613942922074,-0.012604222618207928,-0.003694296117354412
2014-02-01,132.48630687243056,146.98764323934452,145.8846847280056,-0.0020963989629146007,0.008822145813145284,-0.003874568219624166
2014-03-01,144.53782808347017,145.38879394446334,145.3259612743412,-0.029342529714581785,-0.010877440168747511,-0.0038298979410079427
2014-04-01,152.34143546147135,144.91330541336276,144.81450624733307,-0.02079873373310551,-0.003270462036312267,-0.003519364486037233
2014-05-01,164.20324390256107,145.1576430672485,144.38516372517324,-0.020221098735478237,0.0016860953739808338,-0.002964775651871179
2014-06-01,153.80352402990053,144.53169103579214,144.06859706630902,-0.014229881357748822,-0.0043122223413780605,-0.0021925151497336516
2014-07-01,145.42281373408593,143.99695301833037,143.890307150295,-0.03172639282911533,-0.003699797695782365,-0.0012375348941030496
2014-08-01,140.10530396605887,143.52824609859405,143.86705075187177,-0.05047803437257837,-0.003254978038852272,-0.0001616258863005271
2014-09-01,141.71873319955728,143.52601480149008,144.00583484667672,-0.03239527362632857,-1.554604870207754e-05,0.0009646690752305176
2014-10-01,143.3493974176129,143.82467603823463,144.30253416025766,-0.03238141428735065,0.0020808857346010256,0.0020603284158372047
2014-11-01,140.8775968982631,144.86276809767278,144.7401340435364,-0.029793642368365642,0.007217760456920388,0.0030325169673926667
2014-12-01,140.4359377491282,144.83184702653438,145.29304180522755,-0.01352797191257677,-0.00021345078203637512,0.003820003106566503
2015-01-01,133.99818907035032,144.24802173373354,145.92740355768137,-0.025932762740634115,-0.00403105604732005,0.004366084876275238
2015-02-01,132.627886955774,147.7345126421476,146.60118303640675,0.0009627381700400636,0.024170112466774328,0.004617223785928957
2015-03-01,149.4090129833281,147.54150449444631,147.26652921739154,0.030361981516717873,-0.0013064526646444107,0.004538477570263239
2015-04-01,157.4845995373143,149.72011447504548,147.87581902899421,0.03041510758627383,0.014766082181852483,0.004137327163481075
2015-05-01,168.88610058983411,150.01394891023168,148.38330507436137,0.025692487603092243,0.00196255817874885,0.0034318392871767857
2015-06-01,162.93739000912225,150.97571391442457,148.75110737826859,0.05350142749518028,0.006411170502340582,0.0024787310386629713
2015-07-01,151.8447963430633,150.51320208262274,148.95497981063897,0.039784472390809844,-0.0030634849792066632,0.0013705607706970113
2015-08-01,146.46506720486232,150.26892441992896,148.98427087962955,0.040894357809198076,-0.001622965024421461,0.00019664377134503752
2015-09-01,145.88232371860067,148.95464765968538,148.8408933256408,0.026467795505247756,-0.00874616468652448,-0.0009623670548725726
2015-10-01,147.04587615341626,149.28988573531365,148.54102293100001,0.023231077934319253,0.00225060500558655,-0.0020147043459670046
2015-11-01,146.175581385648,148.41563402102494,148.113150278769,0.03388018466194385,-0.005856067944473722,-0.0028805015866207383
2015-12-01,141.9421187346255,147.02283252708423,147.59270099105584,0.009662197785714269,-0.009384466152288268,-0.003513862791613178
2016-01-01,134.74645041349706,148.1717874334551,147.02000296809618,0.0050307345407205545,0.007814805949676042,-0.0038802597900445333
2016-02-01,134.2323610386252,146.92149465339168,146.43761224853841,0.010898704487351371,-0.008438129833757699,-0.003961302596927112
2016-03-01,150.0878942366954,146.0546106207598,145.88742746583114,0.0040934928927719985,-0.005900321356497073,-0.0037571275183965725
2016-04-01,153.25067436662908,145.13182023943523,145.404857121775,-0.02422044448678649,-0.006318118800923429,-0.0033078268116638297
2016-05-01,163.51360808690507,144.45616397774052,145.01653954156774,-0.028658861321731864,-0.004655466048589716,-0.0026705956588646985
2016-06-01,153.66209524099784,144.1153097174394,144.74232346371448,-0.05128424735572884,-0.002359568819462936,-0.001890929674091808
2016-07-01,143.73110098180126,144.3435107353932,144.59333801100993,-0.04813886044591057,0.0015834613158118315,-0.0010293150554674924
2016-08-01,143.6741026486049,145.55333009275714,144.5749169321687,-0.017167113845637325,0.008381529250606406,-0.00012739922249977554
2016-09-01,142.00773744282046,144.91972921909357,144.68880109923853,-0.023927630006784644,-0.004353049657192969,0.0007877173266734872
2016-10-01,141.1368632980814,145.09748356979213,144.9288329227035,-0.03620254538285797,0.0012265710932280172,0.0016589523283168717
2016-11-01,144.93832064073018,145.74053527801507,145.28192899593452,-0.007625413965722866,0.004431859825560877,0.002436341106944155
2016-12-01,142.59014516031914,147.06557794963456,145.73508847648506,0.00411299757900944,0.009091792266933964,0.00311917307047338
2017-01-01,136.6326594831619,147.35464058819025,146.27163068478552,0.012610999732711901,0.00196553566501251,0.003681626805935849
2017-02-01,132.15851633982254,146.696569840837,146.8715407945219,-0.013918615027134021,-0.004465897678732511,0.004101342870984848
2017-03-01,152.6209585590571,147.84637136516858,147.51430659223345,0.015204690169459557,0.007837957803506379,0.0043763808443380015
2017-04-01,151.94634480448713,147.61201611491205,148.17737721146412,-0.007667644416325241,-0.001585126831944228,0.004494958045415665
2017-05-01,168.38920946936756,148.51446452609588,148.83239008112648,0.026862801997247995,0.0061136514149451315,0.004420464729427476
2017-06-01,161.03568546945212,150.0560711355518,149.44653049901595,0.04323040154613337,0.01038017821614301,0.004126389541649678
2017-07-01,150.30605012391976,150.42549224758073,149.984454335535,0.041211523219752855,0.0024618871414754384,0.003599440112278751
2017-08-01,149.25534277384088,150.43731446549236,150.41016065598427,0.03499687253496952,7.859185125469459e-05,0.0028383362951531765
2017-09-01,146.38655965775365,151.24741861601663,150.68994432585242,0.02777936575397254,0.005384994762785977,0.001860138096043018
2017-10-01,149.3859496660143,151.82510487267342,150.79710532260057,0.05265533870328768,0.003819478454196945,0.0007111356847835371
2017-11-01,151.92604285202668,152.57159606611182,150.7098802592163,0.04343396009814939,0.004916783650928069,-0.0005784266428567886
2017-12-01,146.78338490922428,152.23964419874682,150.4192191408428,0.026493369953685803,-0.0021757120979527533,-0.0019286135578739927
2018-01-01,142.74091260617206,150.97389057812134,149.93249129055957,0.04027536873150562,-0.008314218200438291,-0.003235808914999723
2018-02-01,138.81804035165723,151.68365510624318,149.2719455366469,0.04539678068423693,0.004701240230373216,-0.004405621144736194
2018-03-01,155.8573195357694,151.13926486781625,148.47313603813558,0.019103801647480923,-0.0035889841792486887,-0.005351370585005344
2018-04-01,151.5245439839428,146.77123486273817,147.58110344036706,-0.002500887663458228,-0.028900696380244284,-0.006008040387450286
2018-05-01,159.56669237791627,144.7241713672458,146.6487111630718,-0.04720144254461839,-0.013947307164151157,-0.006317829692010779
2018-06-01,151.1257632334556,143.4158213337211,145.73097075412022,-0.05544024508754445,-0.009040300740120744,-0.0062580871094806145
2018-07-01,145.96352443000626,143.85275781356216,144.87825027552938,-0.02602812931752632,0.003046640710750559,-0.0058513332765042225
2018-08-01,146.76596003414025,146.67183311369772,144.136007639455,-0.015025841696546036,0.019596949985409173,-0.005123216457009971
2018-09-01,137.74656971864508,143.29129484628024,143.53614453479906,-0.05317274166505323,-0.023048312655893133,-0.00416178520884547
2018-10-01,142.84327598455877,143.71841016466112,143.09308964266654,-0.03945686074963501,0.00298074854330177,-0.003086713061497215
2018-11-01,140.5924073253318,141.7077689346358,142.80809336146456,-0.06720692690210266,-0.013990143835585833,-0.0019916844476115525
2018-12-01,136.25161596906835,141.8465224930357,142.670734351188,-0.0646400144821183,0.0009791527976417136,-0.0009618433174434227
2019-01-01,134.53623985673448,141.95537954198647,142.65290039979257,-0.051783311011602495,0.000767428393996239,-0.00012500076821309047
2019-02-01,132.26788861275278,143.9466202443018,142.71615294016274,-0.04250915506131602,0.014027229603696512,0.0004434017127790124
2019-03-01,144.96325495569354,142.24935689397734,142.81908375353945,-0.06297088018641628,-0.011790921853142011,0.000721227494268728
2019-04-01,149.91622140334613,142.43440604497349,142.91409311486535,-0.009562406351490891,0.0013008786474448808,0.0006652427590829735
2019-05-01,164.1356990758458,144.59953692971428,142.9592973517323,0.02579624976268946,0.015200898047464495,0.0003163035630824318
2019-06-01,150.8589717413817,143.85481854027893,142.9196091851856,-0.0015904150981243042,-0.005150212823968658,-0.00027761864587960705
2019-07-01,146.77702964086885,145.56470930276694,142.76739277243874,0.0050210323450029,0.01188622515282134,-0.0010650491812472795
2019-08-01,141.2769346811768,144.67045954190814,142.48771319626712,-0.033693561398040375,-0.0061433143042851635,-0.0019589877684283996
2019-09-01,134.87706647880086,140.48340767751273,142.07832214415475,-0.018767349772803726,-0.02894199602084291,-0.002873167397587917
2019-10-01,141.6393366133959,143.92143815695755,141.5485896443966,-0.007593147501237283,0.024472857943032,-0.0037284540791570064
2019-11-01,137.77182966780626,141.0760235852064,140.9176284860603,-0.018073955778036326,-0.019770609633903202,-0.00445755877837728
2019-12-01,135.7651545327774,140.0294707334589,140.21656431427624,-0.003216501639933376,-0.007418360860698581,-0.004974992691233138
2020-01-01,133.89108610595727,140.708516607907,139.48075453926378,-0.004320171248384241,0.004849306870127634,-0.0052476665550243995
2020-02-01,128.97363875350487,138.8880722794395,138.74820495226894,-0.022437741292431618,-0.012937698245659601,-0.005251976083830545
2020-03-01,128.2110607169644,125.4831696135107,138.05662137636972,-0.10410960271518944,-0.09651586666822244,-0.0049844506178449155
2020-04-01,113.29503437158964,106.10837051376264,137.44057776454198,-0.22006998362242228,-0.15440157560111545,-0.004462253281921735
2020-05-01,131.02956916606604,117.6351361629366,136.930014506832,-0.1817114889021235,0.10863201077693407,-0.0037147927199829844
2020-06-01,132.52196537198196,124.84621580326748,136.54672658487823,-0.10950509185716716,0.06130038928456538,-0.0027991519852986757
2020-07-01,127.46368980591409,126.1901800522048,136.30391198440032,-0.11854310786427906,0.01076495783464626,-0.00177825281169941
2020-08-01,125.1838939015328,129.0107863122633,136.2100207021527,-0.10262280229490224,0.02235202659106772,-0.0006888377661410372
2020-09-01,127.17507561554575,130.82176422463272,136.26415591891458,-0.05144485040032822,0.014037414732021247,0.0003974393108732155
2020-10-01,131.34550037216792,133.64961718508465,136.46069163011046,-0.0654742288772591,0.021616074184691803,0.001442314083777374
2020-11-01,132.06865461126827,134.91069212320164,136.78712885216353,-0.03729351318639878,0.00943567938822154,0.0023921703616884837
2020-12-01,133.85436775869388,136.76101561210126,137.22775696321696,-0.012679465007980095,0.013715173050997898,0.003221268804681543
2021-01-01,131.52154429240738,139.73714485031496,137.7623671907876,-0.015943722742379502,0.021761532150762708,0.0038957878449761285
2021-02-01,126.23926987488629,137.25834533933255,138.37463651794607,-0.019099991362195538,-0.017739016448616307,0.0044443873870907424
2021-03-01,145.95689030203587,140.61115548819942,139.0508035367035,0.12469465404172717,0.024427003987101736,0.00488649535617558
2021-04-01,147.28081278944776,139.63371831581736,139.78188501079703,0.2702485467637109,-0.006951348696256798,0.005257657313001651
2021-05-01,151.16930917449497,139.10436667990237,140.5622080137948,0.1384718734326911,-0.0037910015023572274,0.005582432966456885
2021-06-01,148.97966150197678,141.74208403641254,141.38635647565937,0.11188147737356377,0.01896214633275961,0.005863229338171072
2021-07-01,142.42605450449912,141.54961083133037,142.25320386523987,0.10575253122742781,-0.0013579114938984116,0.0061310540223853405
2021-08-01,140.97500035145654,143.436305060727,143.16260106460362,0.11364259078047538,0.013328854938674528,0.006392806451130939
2021-09-01,141.2958880224631,144.044181202452,144.1065514232941,0.10003102067972662,0.0042379517617079365,0.006593554124268097
2021-10-01,139.51411806931912,143.5311223394272,145.0728577787841,0.0560286802488589,-0.0035618159563397533,0.0067054991320389945
2021-11-01,143.75160757066374,145.86834099508232,146.04045992239028,0.07969478357511943,0.016283706401514664,0.006669766891072237
2021-12-01,147.23078899671785,149.82457024414865,146.97974399535278,0.09002941141144073,0.027121918451103122,0.006431670192367678
2022-01-01,139.4639361907787,148.19263572863355,147.85543819881974,0.05440407543149417,-0.01089230232968974,0.005957924402798298
2022-02-01,138.00627023866204,149.89959145225262,148.63119972887463,0.08397467158304381,0.011518492232939437,0.00524675682886766
2022-03-01,153.9275597454641,149.58000407995135,149.27261228871052,0.04919797391893061,-0.0021320096286123746,0.0043154637855706834
2022-04-01,156.07720294260002,150.80113939301847,149.75402441413095,0.053806573059722085,0.00816376039416622,0.0032250532635507145
2022-05-01,163.11692091300196,150.93254605552423,150.0609935136205,0.07120237723922308,0.0008713903822921143,0.0020498220377747067
2022-06-01,159.60238470479987,152.4843520985613,150.19155519613983,0.06423709657386514,0.010281454090532494,0.0008700574310636089
2022-07-01,151.36803897655946,151.4232014212359,150.15895032414136,0.05656157431831785,-0.006959079162690118,-0.00021708858368163497
2022-08-01,150.4869230597315,150.86399326531745,149.98874723449242,0.06078595294074147,-0.0036930150113707594,-0.0011334861443924593
2022-09-01,148.30621470214834,149.80678518107388,149.71631028545568,0.04469775950121072,-0.007007689915673354,-0.001816382589094001
2022-10-01,144.90675556774823,147.90387757083866,149.38164357644595,0.03482251149774608,-0.012702412697363052,-0.0022353390113050153
2022-11-01,146.50322964873538,147.0521777257245,149.02144716413468,0.01724459886721602,-0.005758468669668448,-0.0024112494928263395
2022-12-01,144.49762332678696,147.3227559741327,148.6667240149065,-0.01672416096613491,0.0018400152421602645,-0.0023803496475074404
2023-01-01,143.02668225782813,149.4874484736376,148.33609347030466,0.0230144166954769,0.014693537907239484,-0.00222397141520847
2023-02-01,137.60337670022898,148.8385029311185,148.03713706411187,-0.0026300772502132956,-0.004341137327215416,-0.0020153989443751907
2023-03-01,155.36190976519543,150.46362523755315,147.762976181118,0.008394904896303191,0.010918695595767414,-0.0018519736900554085
2023-04-01,149.1393767127025,147.0396296918482,147.49322389679426,-0.04004616806919088,-0.02275630100164816,-0.0018255742493511473
2023-05-01,152.72490564364648,144.80979789183507,147.19980852604257,-0.05739549193263379,-0.0151648355255396,-0.001989348140881364
2023-06-01,151.64685146268258,145.30397213184233,146.85866148651718,-0.04490626551869434,0.003412574613054664,-0.002317578011421406
2023-07-01,148.95214538729405,147.33541937008806,146.45165066986138,-0.014378733620159791,0.013980672437519326,-0.0027714457733442055
2023-08-01,150.72816065647555,149.11671829889627,145.970750789435,0.001444186403835405,0.012090093043640948,-0.0032836767508374054
